cpf_anonimizado;valor_contrato;prazo_meses;taxa_juros_mensal;taxa_juros_anual;parcela_mensal;data_inicio;data_vencimento;meses_decorridos;saldo_devedor;status;valor_em_atraso;data_inadimplencia;data_retorno_pagamento
ANON-FB7C94E90F20;89070,56;60;1,8789;25,0291;2487,8;2018-11-05;2023-11-05;60;0,0;ativo;0,0;;
ANON-F1D10AAB8663;90080,55;12;2,2804;31,0717;8665,34;2018-11-06;2019-11-06;12;0,0;liquidado;0,0;2023-01-09;2023-11-18
ANON-1775DE008F97;63613,15;24;2,3576;32,2638;3501,08;2018-11-07;2020-11-07;24;0,0;ativo;0,0;;
ANON-4D11E439C174;34640,5;12;2,1467;29,0304;3305,17;2018-11-09;2019-11-09;12;0,0;ativo;0,0;;
ANON-65BE9B9DF557;51998,09;60;1,9278;25,7511;1469,84;2018-11-12;2023-11-12;60;0,0;ativo;0,0;;
ANON-985B701961EA;63008,09;72;1,4988;19,5449;1436,56;2018-11-14;2024-11-14;72;0,0;ativo;0,0;;
ANON-0448D23759A0;26128,09;48;2,2161;30,0863;889,71;2018-11-14;2022-11-14;48;0,0;inadimplente;889,71;2023-10-15;
ANON-7B60B1D3DFE5;11061,57;84;1,8431;24,5029;259,93;2018-11-15;2025-11-15;84;0,0;ativo;0,0;;
ANON-AD56FDE6DB19;11038,77;96;1,5478;20,2392;221,57;2018-11-16;2026-11-16;88;1655,24;ativo;0,0;;
ANON-08E8248EAD2A;34071,15;84;2,0709;27,8861;859,15;2018-11-17;2025-11-17;84;0,0;ativo;0,0;;
ANON-D02934C50F27;88585,47;72;2,2892;31,2071;2522,26;2018-11-20;2024-11-20;72;0,0;ativo;0,0;2022-02-08;2026-03-28
ANON-B1FB67BF03D9;85499,3;12;1,4407;18,7263;7809,65;2018-11-23;2019-11-23;12;0,0;ativo;0,0;;
ANON-77800EF17A5E;130272,08;96;1,5547;20,3373;2621,47;2018-11-23;2026-11-23;96;0,0;liquidado;0,0;;
ANON-38D3C47E8925;74947,02;72;1,8069;23,9728;1869,04;2018-11-26;2024-11-26;72;0,0;ativo;0,0;;
ANON-7604AA278F0F;65756,02;72;1,7507;23,1541;1613,71;2018-11-27;2024-11-27;72;0,0;inadimplente;1613,71;2026-01-09;
ANON-35E17B709668;99469,36;72;1,9814;26,5469;2605,25;2018-11-28;2024-11-28;72;0,0;liquidado;0,0;;
ANON-95561F5F2031;58791,74;84;1,4633;19,0441;1220,55;2018-12-01;2025-12-01;84;0,0;ativo;0,0;2020-03-17;2021-04-25
ANON-12D0EF24360E;60086,36;60;1,4154;18,3714;1492,81;2018-12-02;2023-12-02;60;0,0;ativo;0,0;2022-03-10;2023-06-01
ANON-4D591E2929B9;83825,73;48;1,7547;23,2122;2598,27;2018-12-03;2022-12-03;48;0,0;ativo;0,0;;
ANON-15B9941EEE2A;94089,33;96;2,3317;31,8628;2463,38;2018-12-03;2026-12-03;87;19792,07;ativo;0,0;;
ANON-60B673A684F8;76643,87;48;2,2699;30,9103;2637,93;2018-12-04;2022-12-04;48;0,0;ativo;0,0;;
ANON-57E803879219;113662,0;84;1,5555;20,3487;2433,5;2018-12-08;2025-12-08;84;0,0;ativo;0,0;;
ANON-B3C3F90AE24D;53854,07;24;1,4376;18,6827;2669,17;2018-12-08;2020-12-08;24;0,0;ativo;0,0;;
ANON-09D03A499C7A;132618,45;72;1,6341;21,4712;3146,62;2018-12-09;2024-12-09;72;0,0;ativo;0,0;2023-09-24;2024-10-10
ANON-870719BD3359;52462,13;84;2,2219;30,1749;1384,18;2018-12-10;2025-12-10;84;0,0;ativo;0,0;;
ANON-DD076251A8C2;78355,92;72;1,5718;20,5807;1825,5;2018-12-12;2024-12-12;72;0,0;ativo;0,0;;
ANON-CF2B68F024BC;37365,35;48;2,023;27,1678;1223,89;2018-12-12;2022-12-12;48;0,0;ativo;0,0;;
ANON-B7FAD79A4736;68212,43;60;1,8895;25,1853;1910,19;2018-12-13;2023-12-13;60;0,0;ativo;0,0;;
ANON-4A4B94E1C4F8;96736,36;36;1,4961;19,5067;3494,98;2018-12-14;2021-12-14;36;0,0;ativo;0,0;;
ANON-DE28668AAF94;92012,86;84;1,7207;22,7191;2079,33;2018-12-15;2025-12-15;84;0,0;liquidado;0,0;;
ANON-F84AD1A19B68;84495,71;96;2,1348;28,8501;2077,22;2018-12-16;2026-12-16;87;16846,18;ativo;0,0;;
ANON-4177C25E906F;10177,66;84;1,5058;19,6438;214,33;2018-12-17;2025-12-17;84;0,0;ativo;0,0;;
ANON-D4BC42B5AB39;57451,33;36;1,6581;21,8159;2132,09;2018-12-19;2021-12-19;36;0,0;inadimplente;2132,09;2021-05-16;
ANON-A01DA65A20C0;146028,95;12;1,8382;24,431;13671,59;2018-12-19;2019-12-19;12;0,0;ativo;0,0;;
ANON-8F1608B4B51A;60013,72;12;1,6471;21,6578;5552,6;2018-12-21;2019-12-21;12;0,0;ativo;0,0;;
ANON-9B2E53EAE4EA;12419,16;72;1,7457;23,0815;304,34;2018-12-21;2024-12-21;72;0,0;ativo;0,0;2022-04-22;2025-01-20
ANON-90AF70B1D221;124468,53;72;2,3121;31,56;3565,5;2018-12-22;2024-12-22;72;0,0;ativo;0,0;;
ANON-620129B6FBAF;71805,9;24;1,8495;24,5968;3732,04;2018-12-25;2020-12-25;24;0,0;ativo;0,0;2020-06-02;2022-12-23
ANON-DC7214A7D23C;80474,73;84;1,929;25,7689;1942,64;2018-12-26;2025-12-26;84;0,0;ativo;0,0;;
ANON-B95DB4ED0953;13797,05;84;1,7938;23,7816;319,18;2018-12-27;2025-12-27;84;0,0;ativo;0,0;;
ANON-29A32AC5A449;34702,14;12;1,4608;19,0089;3173,73;2018-12-27;2019-12-27;12;0,0;ativo;0,0;;
ANON-718F1BA019B1;66880,14;48;2,1574;29,1927;2250,84;2018-12-28;2022-12-28;48;0,0;liquidado;0,0;;
ANON-C1D451C1DA65;118810,37;12;2,0831;28,0696;11292,08;2018-12-28;2019-12-28;12;0,0;ativo;0,0;2024-10-28;2026-02-15
ANON-A2704A78A9B7;32204,66;12;1,8623;24,7848;3019,57;2018-12-31;2019-12-31;12;0,0;inadimplente;3019,57;2020-01-05;
ANON-EB649900A9B3;88540,75;60;2,23;30,2988;2690,93;2019-01-03;2024-01-03;60;0,0;ativo;0,0;;
ANON-AF815B123AA2;38377,08;48;1,9973;26,7839;1250,48;2019-01-04;2023-01-04;48;0,0;ativo;0,0;;
ANON-D0C1C266CC28;35016,21;96;1,5229;19,8859;696,48;2019-01-04;2027-01-04;96;0,0;liquidado;0,0;;
ANON-78DC145673AA;41803,41;84;1,796;23,8137;967,75;2019-01-05;2026-01-05;84;0,0;liquidado;0,0;;
ANON-C4A0C90B8D7E;102013,48;84;1,908;25,4583;2446,51;2019-01-09;2026-01-09;84;0,0;ativo;0,0;;
ANON-CD2931FB6E8E;112420,67;48;1,9544;26,1455;3631,19;2019-01-10;2023-01-10;48;0,0;ativo;0,0;;
ANON-8CA1F0D0BB89;145218,1;84;2,0354;27,3534;3622,47;2019-01-13;2026-01-13;84;0,0;ativo;0,0;;
ANON-2E22481AA2B8;41215,0;12;2,2868;31,1702;3966,24;2019-01-14;2020-01-14;12;0,0;liquidado;0,0;;
ANON-F1E56AC8A522;20749,4;36;1,4751;19,2103;747,03;2019-01-17;2022-01-17;36;0,0;ativo;0,0;;
ANON-580BF251DAE6;35991,18;12;1,4003;18,1601;3279,21;2019-01-19;2020-01-19;12;0,0;ativo;0,0;;
ANON-37463047A629;16683,38;72;1,4593;18,9878;375,92;2019-01-20;2025-01-20;72;0,0;liquidado;0,0;2025-07-05;2025-09-05
ANON-77FB6A7C105B;127143,13;48;2,1719;29,4129;4291,42;2019-01-21;2023-01-21;48;0,0;ativo;0,0;;
ANON-A3C8BE0873F3;87370,04;48;2,0255;27,2052;2863,22;2019-01-23;2023-01-23;48;0,0;ativo;0,0;;
ANON-7F0E187DDCFA;36981,95;96;1,7819;23,608;807,08;2019-01-27;2027-01-27;86;7333,06;ativo;0,0;;
ANON-73282818FAD9;106444,46;48;2,2652;30,8382;3660,19;2019-01-29;2023-01-29;48;0,0;ativo;0,0;;
ANON-DEB7D34E60F8;17972,18;24;1,4331;18,6196;890,29;2019-01-30;2021-01-30;24;0,0;ativo;0,0;2022-10-25;2023-04-02
ANON-F49D65BD5A30;74828,21;36;1,6736;22,0389;2784,06;2019-02-06;2022-02-06;36;0,0;ativo;0,0;2021-07-04;2025-09-14
ANON-844DED940626;76577,89;24;1,8308;24,3225;3971,57;2019-02-07;2021-02-07;24;0,0;ativo;0,0;;
ANON-B29903260F2E;16166,11;24;2,1065;28,4224;865,07;2019-02-07;2021-02-07;24;0,0;ativo;0,0;;
ANON-7618BE8FAEC4;1403,38;96;1,6755;22,0663;29,5;2019-02-08;2027-02-08;85;294,1;ativo;0,0;;
ANON-EBE4E1ED5002;77120,7;36;1,401;18,1699;2742,35;2019-02-09;2022-02-09;36;0,0;ativo;0,0;;
ANON-8E56A9A75272;112976,41;36;1,7279;22,8234;4241,03;2019-02-10;2022-02-10;36;0,0;liquidado;0,0;;
ANON-913C70BC3A07;63367,64;84;2,1841;29,5985;1653,25;2019-02-10;2026-02-10;84;0,0;inadimplente;1653,25;2019-03-29;
ANON-ABD4CBB7F243;80470,43;84;2,0564;27,6683;2020,24;2019-02-11;2026-02-11;84;0,0;ativo;0,0;2025-04-01;2025-10-06
ANON-90319D40D620;113718,95;24;2,0134;27,0243;6021,58;2019-02-12;2021-02-12;24;0,0;ativo;0,0;2026-02-26;2026-03-28
ANON-27D674F75E2D;20934,18;72;1,6164;21,2176;494,14;2019-02-13;2025-02-13;72;0,0;ativo;0,0;;
ANON-F4A616720FB3;85046,7;48;1,7381;22,9712;2627,0;2019-02-20;2023-02-20;48;0,0;ativo;0,0;;
ANON-CA73C8D69477;115358,6;96;1,5001;19,5632;2275,33;2019-02-23;2027-02-23;85;22914,95;inadimplente;4366,95;2024-09-07;
ANON-7F3B558C8AC0;131007,23;48;2,3627;32,3429;4592,34;2019-02-24;2023-02-24;48;0,0;ativo;0,0;2019-08-07;2023-01-08
ANON-4B22E6E13679;144638,04;84;1,4503;18,8612;2989,63;2019-02-24;2026-02-24;84;0,0;ativo;0,0;;
ANON-3A5FF3634291;84729,2;60;1,7885;23,7042;2314,28;2019-02-25;2024-02-25;60;0,0;ativo;0,0;2026-02-22;2026-02-26
ANON-BF44D2FFF9B7;139675,97;48;1,5283;19,9625;4127,81;2019-02-28;2023-02-28;48;0,0;ativo;0,0;;
ANON-8367DFC77570;148844,83;36;1,7114;22,5845;5572,4;2019-03-02;2022-03-02;36;0,0;liquidado;0,0;;
ANON-08371B7FE257;37651,17;36;1,53;19,9866;1367,99;2019-03-03;2022-03-03;36;0,0;liquidado;0,0;;
ANON-77AC59BC57B3;145047,83;96;2,2662;30,8535;3719,83;2019-03-03;2027-03-03;84;38702,92;ativo;0,0;2021-05-12;2024-11-24
ANON-BF556030BA7E;113986,63;84;1,872;24,9275;2703,0;2019-03-05;2026-03-05;84;0,0;ativo;0,0;2019-04-22;2023-09-09
ANON-6D63EC0BC304;137487,91;24;1,4039;18,2105;6787,6;2019-03-10;2021-03-10;24;0,0;ativo;0,0;2025-12-16;2026-03-11
ANON-5B09FE5DF783;81719,05;72;1,645;21,6276;1945,11;2019-03-16;2025-03-16;72;0,0;ativo;0,0;;
ANON-9185B00C837E;12818,22;72;2,2849;31,1409;364,55;2019-03-16;2025-03-16;72;0,0;liquidado;0,0;;
ANON-10A59F2092B5;139350,4;60;1,8778;25,0129;3891,1;2019-03-18;2024-03-18;60;0,0;liquidado;0,0;;
ANON-753C52904623;2759,55;24;1,4753;19,2131;137,37;2019-03-19;2021-03-19;24;0,0;ativo;0,0;;
ANON-E4BF7E6B9CDF;91331,34;12;1,7365;22,948;8497,11;2019-03-21;2020-03-21;12;0,0;liquidado;0,0;;
ANON-789A564165CC;57830,12;72;1,8755;24,979;1470,47;2019-03-21;2025-03-21;72;0,0;ativo;0,0;;
ANON-851659AE3C04;123069,65;72;2,1109;28,4888;3340,17;2019-03-24;2025-03-24;72;0,0;inadimplente;3340,17;2023-12-24;
ANON-00A6865CF7C6;127928,31;96;1,9987;26,8048;3006,69;2019-03-25;2027-03-25;84;31799,27;ativo;0,0;;
ANON-B981DC016EE1;102701,41;60;2,1021;28,356;3028,0;2019-03-26;2024-03-26;60;0,0;ativo;0,0;;
ANON-1B19850B429F;43497,94;12;2,0621;27,7539;4128,85;2019-03-27;2020-03-27;12;0,0;inadimplente;4128,85;2021-07-09;
ANON-327694137BA9;58819,98;24;1,8156;24,1;3045,29;2019-03-27;2021-03-27;24;0,0;ativo;0,0;;
ANON-F8EC49C32CA4;84739,37;96;1,7685;23,4129;1840,67;2019-03-28;2027-03-28;84;19745,34;ativo;0,0;;
ANON-9ED32A426CF5;84934,12;60;1,6496;21,6937;2240,57;2019-04-03;2024-04-03;60;0,0;ativo;0,0;;
ANON-199C3BB13721;107522,62;48;2,032;27,3025;3528,3;2019-04-04;2023-04-04;48;0,0;ativo;0,0;2023-05-12;2024-02-13
ANON-C0C8CA1194AC;57093,95;48;2,1853;29,6167;1932,24;2019-04-05;2023-04-05;48;0,0;liquidado;0,0;;
ANON-B3892DB758A3;18425,14;48;2,3955;32,8527;650,04;2019-04-09;2023-04-09;48;0,0;ativo;0,0;;
ANON-C9B1BEB19191;149337,74;84;2,2792;31,0533;4007,25;2019-04-12;2026-04-12;83;3917,96;inadimplente;4007,25;2022-03-29;
ANON-29D78AC90A61;30769,44;96;1,7071;22,5223;654,06;2019-04-14;2027-04-14;83;7567,84;ativo;0,0;2024-04-03;2024-09-22
ANON-8C8B6C68235E;148054,74;24;2,2556;30,6909;8056,3;2019-04-16;2021-04-16;24;0,0;ativo;0,0;;
ANON-5D47A1AD07B2;81898,31;72;1,6407;21,5659;1946,93;2019-04-21;2025-04-21;72;0,0;ativo;0,0;;
ANON-46772A436856;106230,37;36;1,615;21,1976;3914,42;2019-04-24;2022-04-24;36;0,0;ativo;0,0;;
ANON-6B095DC8AA42;118746,23;48;1,5746;20,6206;3543,96;2019-04-26;2023-04-26;48;0,0;liquidado;0,0;;
ANON-1D26977D9D7F;50360,24;96;1,5668;20,5095;1017,88;2019-04-26;2027-04-26;83;11888,11;inadimplente;2008,07;2023-08-25;
ANON-520422C09420;56916,44;60;1,69;22,2754;1516,82;2019-04-28;2024-04-28;60;0,0;ativo;0,0;2023-12-21;2026-03-04
ANON-870538399871;14435,62;48;1,7345;22,919;445,57;2019-04-28;2023-04-28;48;0,0;ativo;0,0;;
ANON-4CD731B64375;18298,8;36;2,3193;31,6712;755,24;2019-04-29;2022-04-29;36;0,0;ativo;0,0;;
ANON-311F91C732A7;54210,22;24;2,3016;31,3981;2965,01;2019-04-29;2021-04-29;24;0,0;inadimplente;2965,01;2019-09-14;
ANON-669F6DB22F76;73580,2;60;2,1273;28,7367;2182,49;2019-05-03;2024-05-03;60;0,0;ativo;0,0;2022-09-05;2025-11-08
ANON-9FB413768E5C;77102,72;24;1,4085;18,2748;3808,5;2019-05-03;2021-05-03;24;0,0;ativo;0,0;;
ANON-2049F6F917DA;33054,55;72;1,9702;26,3803;863,06;2019-05-04;2025-05-04;72;0,0;ativo;0,0;;
ANON-45F758275D30;85207,07;72;1,6434;21,6047;2027,18;2019-05-05;2025-05-05;72;0,0;liquidado;0,0;;
ANON-CB14E1BC97B2;119459,08;60;2,3834;32,6645;3762,87;2019-05-07;2024-05-07;60;0,0;liquidado;0,0;;
ANON-C514EF361DF4;4018,91;36;1,5194;19,8363;145,76;2019-05-12;2022-05-12;36;0,0;ativo;0,0;2024-11-30;2026-01-16
ANON-3FFB2044B71B;6409,55;72;1,4516;18,8795;144,09;2019-05-13;2025-05-13;72;0,0;ativo;0,0;;
ANON-0FC5BDD99513;24764,47;72;1,7867;23,678;614,04;2019-05-14;2025-05-14;72;0,0;ativo;0,0;;
ANON-2575F37B41C5;5204,71;96;2,3058;31,4629;135,16;2019-05-20;2027-05-20;82;1601,62;ativo;0,0;;
ANON-A254B37EBA32;123098,16;36;1,4235;18,4849;4393,81;2019-05-22;2022-05-22;36;0,0;ativo;0,0;2023-04-15;2023-12-13
ANON-DAA05E787201;65718,04;96;1,963;26,2732;1526,15;2019-05-23;2027-05-23;82;18524,17;ativo;0,0;;
ANON-EEC7B791B035;88854,1;60;2,1271;28,7336;2635,41;2019-05-23;2024-05-23;60;0,0;liquidado;0,0;;
ANON-35D329F6FA5E;85007,08;84;1,9176;25,6002;2044,78;2019-05-23;2026-05-23;82;3974,86;ativo;0,0;;
ANON-0EC7B1D58A93;122122,9;72;2,1454;29,0107;3345,68;2019-05-28;2025-05-28;72;0,0;ativo;0,0;;
ANON-1F39469C8B9C;122915,88;12;1,4227;18,4737;11214,74;2019-05-29;2020-05-29;12;0,0;ativo;0,0;;
ANON-642A4ACC4561;60853,12;48;2,1493;29,0698;2044,67;2019-05-29;2023-05-29;48;0,0;ativo;0,0;;
ANON-8B17AE53404D;120484,12;36;2,3635;32,3554;5007,25;2019-06-02;2022-06-02;36;0,0;ativo;0,0;;
ANON-BE105622D9FC;12732,75;84;1,6509;21,7124;281,3;2019-06-05;2026-06-05;81;816,78;ativo;0,0;;
ANON-C52A19F2A336;23497,98;36;2,3152;31,6079;969,2;2019-06-05;2022-06-05;36;0,0;liquidado;0,0;;
ANON-83A985C42A80;75243,59;84;2,2541;30,6679;2004,22;2019-06-06;2026-06-06;81;5751,44;ativo;0,0;;
ANON-F7B2D8DBDCFA;92253,46;84;2,2752;30,9918;2472,58;2019-06-07;2026-06-07;81;7092,58;ativo;0,0;;
ANON-798A5EEFF67F;39395,38;12;2,0383;27,3968;3733,98;2019-06-07;2020-06-07;12;0,0;ativo;0,0;;
ANON-9AC20E769643;141648,12;36;1,5166;19,7967;5135,08;2019-06-08;2022-06-08;36;0,0;ativo;0,0;;
ANON-DC01BAD8D48F;45569,65;12;2,1624;29,2686;4352,14;2019-06-09;2020-06-09;12;0,0;ativo;0,0;;
ANON-9675E9A56166;28462,19;96;1,6201;21,2706;586,49;2019-06-13;2027-06-13;81;7754,68;ativo;0,0;2025-06-22;2026-01-24
ANON-7803EBBE78F6;59151,15;36;1,9375;25,8948;2297,44;2019-06-13;2022-06-13;36;0,0;ativo;0,0;;
ANON-CD97C7FC6BE2;78286,56;84;1,7493;23,1338;1785,49;2019-06-13;2026-06-13;81;5174,39;ativo;0,0;;
ANON-203A134E2875;49250,22;84;2,1499;29,0789;1271,87;2019-06-21;2026-06-21;81;3657,23;ativo;0,0;;
ANON-2A234D158855;16785,41;24;1,5333;20,0334;841,24;2019-06-23;2021-06-23;24;0,0;ativo;0,0;;
ANON-3E1F028B8718;96170,91;72;1,9607;26,239;2504,41;2019-06-29;2025-06-29;72;0,0;ativo;0,0;2019-11-23;2021-07-29
ANON-62DFE7EF1715;110012,43;72;1,6888;22,2581;2652,07;2019-07-05;2025-07-05;72;0,0;ativo;0,0;;
ANON-B3BDF96DAF82;35899,63;24;2,1664;29,3293;1934,02;2019-07-08;2021-07-08;24;0,0;ativo;0,0;2024-05-23;2024-09-04
ANON-B2C7655F7369;120103,83;48;1,7894;23,7174;3749,71;2019-07-09;2023-07-09;48;0,0;liquidado;0,0;;
ANON-8AA62557B7D8;129249,27;60;1,9753;26,4561;3696,04;2019-07-13;2024-07-13;60;0,0;ativo;0,0;;
ANON-143813FCDF7E;129949,35;72;2,0666;27,8215;3484,47;2019-07-13;2025-07-13;72;0,0;liquidado;0,0;;
ANON-CDFA584C9534;112173,9;96;2,0591;27,7088;2689,94;2019-07-15;2027-07-15;80;36352,83;ativo;0,0;;
ANON-372F01E090E9;59516,09;36;2,0259;27,2112;2344,71;2019-07-17;2022-07-17;36;0,0;liquidado;0,0;2026-01-24;2026-03-16
ANON-F9920AB091FB;14578,59;72;2,1143;28,5401;396,04;2019-07-18;2025-07-18;72;0,0;ativo;0,0;;
ANON-040B208DE560;98310,42;84;1,9555;26,1618;2392,8;2019-07-21;2026-07-21;80;9120,98;ativo;0,0;;
ANON-52E6C327095A;20202,73;48;1,4054;18,2314;581,54;2019-07-27;2023-07-27;48;0,0;ativo;0,0;;
ANON-EBF1DE4ACE9F;120839,49;84;1,6334;21,4612;2654,42;2019-07-29;2026-07-29;80;10197,86;ativo;0,0;;
ANON-F8CF864FACDE;112947,24;96;1,956;26,1692;2616,76;2019-07-31;2027-07-31;96;0,0;liquidado;0,0;;
ANON-8EE12AFD8ADA;98663,45;24;2,3154;31,611;5404,68;2019-08-04;2021-08-04;24;0,0;ativo;0,0;;
ANON-62EF46F77603;28385,02;12;2,1332;28,8259;2706,08;2019-08-04;2020-08-04;12;0,0;ativo;0,0;;
ANON-9A75D9B03E30;50389,67;36;2,3798;32,6085;2099,51;2019-08-05;2022-08-05;36;0,0;ativo;0,0;;
ANON-B05E310435A6;60398,08;60;1,7617;23,314;1638,74;2019-08-06;2024-08-06;60;0,0;liquidado;0,0;;
ANON-9539C97657A3;37469,99;72;2,1269;28,7306;1021,39;2019-08-08;2025-08-08;72;0,0;ativo;0,0;;
ANON-548DCA28C04F;64744,26;12;2,0342;27,3354;6135,06;2019-08-11;2020-08-11;12;0,0;ativo;0,0;;
ANON-1C1EC5E79515;43994,4;96;1,459;18,9836;854,64;2019-08-18;2027-08-18;79;12785,21;ativo;0,0;;
ANON-22F5EF3B5639;139307,56;48;1,5472;20,2307;4133,51;2019-08-18;2023-08-18;48;0,0;ativo;0,0;;
ANON-5B89BD06EB33;145171,36;48;1,7849;23,6517;4528,1;2019-08-23;2023-08-23;48;0,0;inadimplente;4528,1;2021-03-05;
ANON-1327A1D38872;39701,6;36;2,1239;28,6852;1588,77;2019-08-23;2022-08-23;36;0,0;liquidado;0,0;;
ANON-0A6A7D4DC480;143162,13;48;1,8207;24,1746;4498,7;2019-08-23;2023-08-23;48;0,0;ativo;0,0;2022-01-02;2022-01-21
ANON-1692D9CF49B1;64469,67;60;2,1463;29,0244;1920,94;2019-08-24;2024-08-24;60;0,0;liquidado;0,0;;
ANON-0A8BCFA518D0;148575,88;48;1,4052;18,2286;4276,59;2019-08-25;2023-08-25;48;0,0;ativo;0,0;;
ANON-9986C4649ACC;121968,65;72;1,616;21,2119;2878,67;2019-08-26;2025-08-26;72;0,0;ativo;0,0;;
ANON-2E7EBF101C02;28486,27;48;1,6227;21,3078;858,86;2019-08-29;2023-08-29;48;0,0;ativo;0,0;;
ANON-0FC785C04C3C;15040,25;24;1,4866;19,3725;749,7;2019-08-30;2021-08-30;24;0,0;ativo;0,0;2024-06-03;2024-10-21
ANON-DC9A62612D9A;113271,58;36;1,5974;20,9459;4161,76;2019-09-01;2022-09-01;36;0,0;ativo;0,0;;
ANON-433CD14840D3;65320,48;84;1,9137;25,5425;1569,32;2019-09-02;2026-09-02;84;0,0;liquidado;0,0;2025-03-27;2025-12-17
ANON-D82BA202A4F8;16020,9;96;1,6118;21,1518;329,14;2019-09-02;2027-09-02;78;5107,14;ativo;0,0;;
ANON-C535CA527B5B;106085,59;36;1,5376;20,0944;3859,3;2019-09-06;2022-09-06;36;0,0;ativo;0,0;;
ANON-0943B9974132;51680,7;48;2,273;30,958;1779,84;2019-09-06;2023-09-06;48;0,0;ativo;0,0;;
ANON-B3981375B5DD;65201,85;60;1,9018;25,3667;1831,39;2019-09-06;2024-09-06;60;0,0;liquidado;0,0;;
ANON-5FCD7C0265F9;85254,42;96;2,1995;29,833;2140,25;2019-09-07;2027-09-07;78;31531,01;ativo;0,0;;
ANON-4638CE019673;25105,59;12;2,2013;29,8605;2403,42;2019-09-08;2020-09-08;12;0,0;ativo;0,0;;
ANON-0C271349F01D;127184,26;60;1,5843;20,7589;3300,04;2019-09-08;2024-09-08;60;0,0;ativo;0,0;;
ANON-3C083C615E6A;5618,22;96;1,5493;20,2606;112,83;2019-09-09;2027-09-09;96;0,0;liquidado;0,0;;
ANON-F915F5473A2A;59769,46;72;2,3119;31,557;1712,05;2019-09-11;2025-09-11;72;0,0;ativo;0,0;;
ANON-F8A50F4C4E82;11663,11;24;2,1094;28,4661;624,31;2019-09-13;2021-09-13;24;0,0;ativo;0,0;2024-04-20;2025-01-30
ANON-2A57218B2DBC;25164,81;24;1,4559;18,9399;1249,91;2019-09-14;2021-09-14;24;0,0;ativo;0,0;2024-03-24;2024-08-10
ANON-C07306DD41C3;84327,09;12;1,6847;22,1989;7820,33;2019-09-14;2020-09-14;12;0,0;ativo;0,0;;
ANON-E593CC4E93F9;148639,01;48;2,0673;27,832;4912,51;2019-09-14;2023-09-14;48;0,0;ativo;0,0;;
ANON-2B70B50B5C07;66741,11;48;1,7319;22,8813;2058,9;2019-09-16;2023-09-16;48;0,0;ativo;0,0;2023-05-06;2024-10-25
ANON-1E48E106D42F;104222,96;72;2,279;31,0502;2959,48;2019-09-19;2025-09-19;72;0,0;ativo;0,0;;
ANON-CE757C8ABAD3;30349,99;96;2,3512;32,1646;799,47;2019-09-22;2027-09-22;78;11623,63;ativo;0,0;;
ANON-B1F39376EEAB;59517,52;84;1,5257;19,9256;1261,71;2019-10-01;2026-10-01;77;8316,74;ativo;0,0;2023-02-17;2025-05-29
ANON-34017A8DAEE2;90987,76;36;2,3327;31,8783;3763,21;2019-10-02;2022-10-02;36;0,0;ativo;0,0;;
ANON-A8BFD972DB48;72531,93;48;1,4355;18,6533;2101,4;2019-10-03;2023-10-03;48;0,0;ativo;0,0;;
ANON-13FFDB90A9D3;144321,03;96;1,4346;18,6406;2778,21;2019-10-05;2027-10-05;77;45917,48;ativo;0,0;;
ANON-69B0050EB7D1;28817,13;36;1,7677;23,4012;1088,83;2019-10-08;2022-10-08;36;0,0;liquidado;0,0;;
ANON-2186768450AF;120127,38;60;2,2758;31,001;3690,39;2019-10-10;2024-10-10;60;0,0;liquidado;0,0;;
ANON-8BB01D2FA384;62712,45;60;1,8552;24,6805;1741,42;2019-10-13;2024-10-13;60;0,0;ativo;0,0;;
ANON-5365E51D054F;65671,31;84;1,7785;23,5585;1511,84;2019-10-13;2026-10-13;77;9868,44;ativo;0,0;;
ANON-C5FEF020EC93;14825,03;24;2,2857;31,1533;809,41;2019-10-20;2021-10-20;24;0,0;liquidado;0,0;;
ANON-E5EE1E8923B0;42807,7;48;1,5955;20,9188;1283,26;2019-10-22;2023-10-22;48;0,0;inadimplente;1283,26;2024-11-17;
ANON-14CFB0F8E426;78594,82;24;2,1138;28,5326;4209,16;2019-10-25;2021-10-25;24;0,0;ativo;0,0;;
ANON-CFD261C5E030;114530,28;72;2,0993;28,3137;3098,6;2019-10-26;2025-10-26;72;0,0;ativo;0,0;2021-04-03;2024-04-16
ANON-5EAA198EB1CB;89868,44;96;1,529;19,9724;1791,5;2019-10-27;2027-10-27;77;29347,35;ativo;0,0;;
ANON-D4E53DAEA45D;70195,84;48;1,6626;21,8806;2134,26;2019-10-31;2023-10-31;48;0,0;ativo;0,0;2023-02-11;2025-09-03
ANON-2875A0ACA4A9;40827,65;96;2,2562;30,7001;1043,72;2019-10-31;2027-10-31;77;15983,79;ativo;0,0;;
ANON-CDA6E566565A;131486,16;36;2,1153;28,5552;5254,58;2019-10-31;2022-10-31;36;0,0;ativo;0,0;;
ANON-46A01293DBE9;17129,17;48;1,4538;18,9104;498,22;2019-11-03;2023-11-03;48;0,0;ativo;0,0;2022-08-19;2024-07-08
ANON-C5B8B301F821;113947,4;96;1,4433;18,7628;2200,64;2019-11-03;2027-11-03;76;37994,07;ativo;0,0;;
ANON-9DC9773ECB2C;129092,36;84;1,5168;19,7995;2728,52;2019-11-03;2026-11-03;84;0,0;liquidado;0,0;;
